,Contract ID,Bid Rank,Vendor ID,PercentOfEstimates,ParticipantsCount,Unnamed: 8
4248,MM1028,1,903A,1.154982,5,
4249,MM1028,2,163A,1.226483,5,
4250,MM1028,3,1029A,1.271463,5,
4251,MM1028,4,692A,1.271827,5,
4252,MM1028,5,924A,1.563241,5,
4254,C14405,1,720A,0.894049,6,
4255,C14405,2,1231A,0.91353,6,
4256,C14405,3,697A,0.974563,6,
4257,C14405,4,2002A,1.020669,6,
4258,C14405,5,064A,1.058788,6,
4259,C14405,6,1272A,1.063425,6,
4261,C14229,1,1224T,0.933843,9,
4262,C14229,2,1275A,0.947996,9,
4263,C14229,3,032A,0.956103,9,
4264,C14229,4,1011A,0.959331,9,
4265,C14229,5,1282A,0.977849,9,
4266,C14229,6,276A,1.001114,9,
4267,C14229,7,795A,1.105013,9,
4268,C14229,8,692A,1.109719,9,
4269,C14229,9,159C,1.1113,9,
4271,C14287,1,1275A,0.856226,4,
4272,C14287,2,924A,0.958167,4,
4273,C14287,3,696A,0.961987,4,
4274,C14287,4,692A,0.992381,4,
4276,C14291,1,1235A,0.872594,6,
4277,C14291,2,1231A,0.88977,6,
4278,C14291,3,1025A,0.929341,6,
4279,C14291,4,697A,0.976952,6,
4280,C14291,5,1272A,0.997713,6,
4281,C14291,6,064A,1.140602,6,
4283,C13924,1,245B,1.146375,1,
4285,C14436,1,009A,1.024867,2,
4286,C14436,2,447A,1.282885,2,
4288,C14355,1,720A,0.699871,7,
4289,C14355,2,1231A,0.767307,7,
4290,C14355,3,697A,0.783179,7,
4291,C14355,4,908A,0.8514,7,
4292,C14355,5,1272A,0.860397,7,
4293,C14355,6,1025A,0.869699,7,
4294,C14355,7,064A,0.898777,7,
4296,C14267,1,360A,1.216806,1,
4298,C14288,1,720A,0.921433,5,
4299,C14288,2,1272A,0.966734,5,
4300,C14288,3,697A,1.021136,5,
4301,C14288,4,503F,1.022568,5,
4302,C14288,5,276A,1.044679,5,
4304,MM6025,1,931A,1.324751,3,
4305,MM6025,2,291A,1.455351,3,
4306,MM6025,3,232A,1.488695,3,
4308,MM1025,1,668A,0.81908,6,
4309,MM1025,2,1275A,0.855928,6,
4310,MM1025,3,028B,0.906006,6,
4311,MM1025,4,924A,0.96195,6,
4312,MM1025,5,163A,0.989849,6,
4313,MM1025,6,159C,0.994388,6,
4315,C14384,1,005A,1.048577,3,
4316,C14384,2,674A,1.203697,3,
4317,C14384,3,807A,1.595194,3,
4319,C12421,1,968A,1.055546,7,
4320,C12421,2,766C,1.090502,7,
4321,C12421,3,903A,1.137078,7,
4322,C12421,4,801A,1.137469,7,
4323,C12421,5,696A,1.18649,7,
4324,C12421,6,373A,1.23711,7,
4325,C12421,7,854A,1.348643,7,
4327,MM1024,1,505A,0.865043,4,
4328,MM1024,2,005A,0.914391,4,
4329,MM1024,3,017A,0.987152,4,
4330,MM1024,4,1274A,1.015265,4,
4332,MM6031,1,997A,0.902,6,
4333,MM6031,2,447A,0.90202,6,
4334,MM6031,3,S1975,0.9408,6,
4335,MM6031,4,009A,1.0598,6,
4336,MM6031,5,1029A,1.08004,6,
4337,MM6031,6,276A,1.246,6,
4339,C14244,1,924A,0.958617,6,
4340,C14244,2,032A,0.958876,6,
4341,C14244,3,017A,0.964537,6,
4342,C14244,4,163A,1.062508,6,
4343,C14244,5,028B,1.104971,6,
4344,C14244,6,159C,1.230815,6,
4346,C14397,1,159C,1.015558,4,
4347,C14397,2,955A,1.033641,4,
4348,C14397,3,1011A,1.115998,4,
4349,C14397,4,284A,1.117729,4,
4351,C13922,1,084A,1.008847,4,
4352,C13922,2,284A,1.11005,4,
4353,C13922,3,801A,1.1735,4,
4354,C13922,4,777A,1.753877,4,
4356,MM6030,1,1329A,0.8347,6,
4357,MM6030,2,1025A,0.851254,6,
4358,MM6030,3,1235A,0.871823,6,
4359,MM6030,4,1272A,0.978175,6,
4360,MM6030,5,720A,1.231656,6,
4361,MM6030,6,1277A,1.386918,6,
4363,C14267R,1,360A,0.874084,3,
4364,C14267R,2,S1975,1.095886,3,
4365,C14267R,3,232A,1.239799,3,
4367,C14020,1,1011A,1.249746,4,
4368,C14020,2,159C,1.256081,4,
4369,C14020,3,924A,1.306906,4,
4370,C14020,4,795A,1.338813,4,
4372,C13978,1,163A,1.005925,7,
4373,C13978,2,766C,1.017086,7,
4374,C13978,3,017A,1.01845,7,
4375,C13978,4,924A,1.080755,7,
4376,C13978,5,071A,1.14003,7,
4377,C13978,6,028B,1.174006,7,
4378,C13978,7,174A,1.180466,7,
4380,C14356R,1,547A,1.073298,3,
4381,C14356R,2,005A,1.077706,3,
4382,C14356R,3,091A,1.480908,3,
4384,C14369,1,868A,0.867479,4,
4385,C14369,2,975A,0.894246,4,
4386,C14369,3,1095A,0.908166,4,
4387,C14369,4,720A,1.160503,4,
4389,C13965,1,160A,1.170442,8,
4390,C13965,2,284A,1.283429,8,
4391,C13965,3,279A,1.291067,8,
4392,C13965,4,547A,1.305337,8,
4393,C13965,5,245B,1.344688,8,
4394,C13965,6,091A,1.382804,8,
4395,C13965,7,674A,1.401102,8,
4396,C13965,8,159C,1.614623,8,
4398,C14342,1,169A,1.166869,4,
4399,C14342,2,164A,1.214525,4,
4400,C14342,3,903A,1.313569,4,
4401,C14342,4,160A,1.39521,4,
4403,C14461,1,766C,0.993034,4,
4404,C14461,2,163A,1.010949,4,
4405,C14461,3,329A,1.014839,4,
4406,C14461,4,174A,1.28511,4,
4408,C14304,1,159C,1.139614,4,
4409,C14304,2,701A,1.203148,4,
4410,C14304,3,668A,1.235238,4,
4411,C14304,4,163A,1.273064,4,
4413,MM4040,1,903A,1.058314,6,
4414,MM4040,2,169A,1.133549,6,
4415,MM4040,3,276A,1.178021,6,
4416,MM4040,4,854A,1.254379,6,
4417,MM4040,5,692A,1.306316,6,
4418,MM4040,6,065A,1.512218,6,
4420,C14162,1,1273A,1.135219,3,
4421,C14162,2,793A,1.172052,3,
4422,C14162,3,1116A,1.309494,3,
4424,C14530,1,163A,0.935839,3,
4425,C14530,2,174A,1.055841,3,
4426,C14530,3,028B,1.077033,3,
4428,MM4038,1,982A,0.66249,5,
4429,MM4038,2,595A,0.753823,5,
4430,MM4038,3,162A,0.780742,5,
4431,MM4038,4,060A,0.992233,5,
4432,MM4038,5,S1975,0.999559,5,
4434,MM4041,1,1220A,1.041614,4,
4435,MM4041,2,766A,1.23012,4,
4436,MM4041,3,1211A,1.340161,4,
4437,MM4041,4,2014A,1.843373,4,
4439,C13528,1,766C,0.859882,6,
4440,C13528,2,163A,0.866926,6,
4441,C13528,3,160A,0.871499,6,
4442,C13528,4,329A,0.954234,6,
4443,C13528,5,005A,1.012786,6,
4444,C13528,6,174A,1.091405,6,
4446,C12324,1,924A,0.779325,5,
4447,C12324,2,164A,0.832193,5,
4448,C12324,3,870A,0.851698,5,
4449,C12324,4,011A,0.884021,5,
4450,C12324,5,884A,0.901052,5,
4452,C14313,1,903A,1.088435,2,
4453,C14313,2,360A,1.199334,2,
4455,C14509,1,164A,0.863029,2,
4456,C14509,2,924A,0.968264,2,
4458,C13344,1,1275A,0.845104,6,
4459,C13344,2,924A,0.846106,6,
4460,C13344,3,884A,0.854925,6,
4461,C13344,4,692A,0.916864,6,
4462,C13344,5,854A,0.947892,6,
4463,C13344,6,159C,1.022695,6,
4465,C12833,1,295A,1.176998,3,
4466,C12833,2,160A,1.189048,3,
4467,C12833,3,005A,1.202574,3,
4469,MM4036,1,060A,0.81643,3,
4470,MM4036,2,595A,0.820599,3,
4471,MM4036,3,162A,0.937795,3,
4473,C14605,1,232A,0.773616,4,
4474,C14605,2,509B,1.130293,4,
4475,C14605,3,164A,1.213355,4,
4476,C14605,4,1282A,1.232085,4,
4478,C14450,1,160A,1.043747,5,
4479,C14450,2,279A,1.145197,5,
4480,C14450,3,025A,1.178883,5,
4481,C14450,4,005A,1.492299,5,
4482,C14450,5,163C,1.791524,5,
4484,MM4037,1,982A,0.963222,4,
4485,MM4037,2,060A,0.969201,4,
4486,MM4037,3,595A,0.991051,4,
4487,MM4037,4,162A,1.054528,4,
4489,MM1031,1,697A,0.963279,2,
4490,MM1031,2,720A,1.264739,2,
4492,M6033,1,924A,0.783613,7,
4493,M6033,2,S2881,0.825672,7,
4494,M6033,3,163A,0.885406,7,
4495,M6033,4,017A,0.8873,7,
4496,M6033,5,028B,0.953403,7,
4497,M6033,6,032A,1.075536,7,
4498,M6033,7,159C,1.127995,7,
4500,MM6036,1,1367A,0.954364,1,
4502,MM4045,1,028B,0.920437,2,
4503,MM4045,2,163A,1.013985,2,
4505,MM4044,1,766C,0.942063,3,
4506,MM4044,2,028B,0.954948,3,
4507,MM4044,3,163A,1.083838,3,
4509,MM4046,1,028B,0.912915,2,
4510,MM4046,2,766C,1.020398,2,
4512,MM6032,1,696A,1.018017,7,
4513,MM6032,2,692A,1.025529,7,
4514,MM6032,3,232A,1.237134,7,
4515,MM6032,4,1029A,1.283261,7,
4516,MM6032,5,1202A,1.285601,7,
4517,MM6032,6,1068A,1.434645,7,
4518,MM6032,7,276A,1.57513,7,
4520,C14564,1,162A,1.000105,3,
4521,C14564,2,060A,1.568447,3,
4522,C14564,3,595A,1.585571,3,
4524,C13496,1,692A,1.058077,7,
4525,C13496,2,696A,1.344649,7,
4526,C13496,3,232A,1.360764,7,
4527,C13496,4,093B,1.362008,7,
4528,C13496,5,562A,1.400526,7,
4529,C13496,6,903A,1.441253,7,
4530,C13496,7,1086A,1.466948,7,
4532,C12794,1,284A,1.003791,9,
4533,C12794,2,505A,1.005359,9,
4534,C12794,3,160A,1.019815,9,
4535,C12794,4,245B,1.029556,9,
4536,C12794,5,005A,1.063974,9,
4537,C12794,6,084A,1.067311,9,
4538,C12794,7,159C,1.083977,9,
4539,C12794,8,163A,1.110015,9,
4540,C12794,9,232A,1.205719,9,
4542,C14677,1,1011A,1.063072,4,
4543,C14677,2,232A,1.222655,4,
4544,C14677,3,159C,1.28407,4,
4545,C14677,4,005A,1.494062,4,
4547,MM1037,1,982A,0.719919,4,
4548,MM1037,2,1277A,0.846075,4,
4549,MM1037,3,162A,0.981429,4,
4550,MM1037,4,060A,1.009047,4,
4552,C14560,1,163A,1.078645,6,
4553,C14560,2,505A,1.117395,6,
4554,C14560,3,766C,1.117803,6,
4555,C14560,4,005A,1.301522,6,
4556,C14560,5,159C,1.31221,6,
4557,C14560,6,017A,1.391957,6,
4559,C14638,1,547A,1.050333,4,
4560,C14638,2,110E,1.072454,4,
4561,C14638,3,160A,1.102227,4,
4562,C14638,4,621A,1.216886,4,
4564,C14739,1,1235A,0.889983,8,
4565,C14739,2,697A,0.993248,8,
4566,C14739,3,1098A,1.026134,8,
4567,C14739,4,720A,1.071558,8,
4568,C14739,5,276A,1.072272,8,
4569,C14739,6,503F,1.103858,8,
4570,C14739,7,2002A,1.113143,8,
4571,C14739,8,1095A,1.140714,8,
4573,MM6039,1,1335A,0.89304,6,
4574,MM6039,2,1131A,1.060936,6,
4575,MM6039,3,1277A,1.081015,6,
4576,MM6039,4,060A,1.193263,6,
4577,MM6039,5,162A,1.330951,6,
4578,MM6039,6,S3897,1.726322,6,
4580,C14237,1,S2881,0.787074,7,
4581,C14237,2,017A,0.789526,7,
4582,C14237,3,924A,0.799848,7,
4583,C14237,4,163A,0.812229,7,
4584,C14237,5,028B,0.865752,7,
4585,C14237,6,032A,0.916401,7,
4586,C14237,7,159C,1.067739,7,
4588,C14238,1,017A,0.778361,7,
4589,C14238,2,924A,0.819951,7,
4590,C14238,3,S2881,0.857571,7,
4591,C14238,4,028B,0.899743,7,
4592,C14238,5,032A,0.902325,7,
4593,C14238,6,163A,0.98612,7,
4594,C14238,7,159C,1.128822,7,
4596,C14587,1,017A,0.721339,4,
4597,C14587,2,163A,0.740182,4,
4598,C14587,3,924A,0.885835,4,
4599,C14587,4,032A,0.920922,4,
4601,C12418,1,169A,0.813515,6,
4602,C12418,2,1382A,0.882764,6,
4603,C12418,3,870A,0.908739,6,
4604,C12418,4,159C,0.929045,6,
4605,C12418,5,011A,0.967034,6,
4606,C12418,6,174A,1.221444,6,
4608,C13957,1,924A,0.910622,6,
4609,C13957,2,017A,0.920893,6,
4610,C13957,3,032A,0.93129,6,
4611,C13957,4,S2881,0.947453,6,
4612,C13957,5,"163A           LAFARGE NORTH AMERICA INC. DBA LAFARGE WEST, INC $  1,142,901.53$  1,277,901.53 107.6287%    98.0091%",1.025899,6,
4613,C13957,7,159C,1.211776,6,
4615,C14240,1,065A,0.858928,9,
4616,C14240,2,032A,0.870391,9,
4617,C14240,3,924A,0.899854,9,
4618,C14240,4,696A,0.935626,9,
4619,C14240,5,S2881,0.998379,9,
4620,C14240,6,1275A,1.040689,9,
4621,C14240,7,865A,1.07465,9,
4622,C14240,8,276A,1.129976,9,
4623,C14240,9,159C,1.183798,9,
4625,MM3015,1,435A,0.681552,4,
4626,MM3015,2,1202A,0.729631,4,
4627,MM3015,3,232A,1.1207,4,
4628,MM3015,4,1068A,1.465354,4,
4630,C14743,1,982A,0.825932,3,
4631,C14743,2,060A,0.900603,3,
4632,C14743,3,162A,1.007229,3,
4634,C13359,1,065A,1.138909,4,
4635,C13359,2,163A,1.199549,4,
4636,C13359,3,692A,1.274582,4,
4637,C13359,4,232A,1.41246,4,
4639,C14483,1,005A,1.02629,5,
4640,C14483,2,163A,1.058453,5,
4641,C14483,3,159C,1.079495,5,
4642,C14483,4,547A,1.084542,5,
4643,C14483,5,091A,1.170468,5,
4645,C14700,1,505A,1.036746,3,
4646,C14700,2,174A,1.111111,3,
4647,C14700,3,005A,1.277743,3,
4649,C13358,1,032A,0.846755,8,
4650,C13358,2,017A,0.854413,8,
4651,C13358,3,S2881,0.858578,8,
4652,C13358,4,163A,0.868686,8,
4653,C13358,5,1275A,0.968508,8,
4654,C13358,6,028B,0.982244,8,
4655,C13358,7,924A,1.044815,8,
4656,C13358,8,159C,1.249131,8,
4658,C14381,1,547C,1.143874,2,
4659,C14381,2,091A,1.487263,2,
4661,C13967,1,884A,0.844618,8,
4662,C13967,2,1275A,0.86337,8,
4663,C13967,3,870A,0.863538,8,
4664,C13967,4,696A,0.880894,8,
4665,C13967,5,065A,0.904528,8,
4666,C13967,6,169A,0.919015,8,
4667,C13967,7,865A,0.920001,8,
4668,C13967,8,692A,0.981871,8,
4670,C14806,1,160A,0.913106,5,
4671,C14806,2,005A,1.027908,5,
4672,C14806,3,505A,1.065131,5,
4673,C14806,4,159C,1.101989,5,
4674,C14806,5,295A,1.181089,5,
4676,C14776R,1,160A,1.03033,2,
4677,C14776R,2,005A,1.100418,2,
4679,C14573,1,1098A,1.163622,7,
4680,C14573,2,1095A,1.212904,7,
4681,C14573,3,1231A,1.217427,7,
4682,C14573,4,697A,1.376444,7,
4683,C14573,5,720A,1.377514,7,
4684,C14573,6,1235A,1.475621,7,
4685,C14573,7,064A,1.582048,7,
4687,C14798,1,801A,1.293048,3,
4688,C14798,2,360A,1.36084,3,
4689,C14798,3,174A,1.446528,3,
4691,C14744,1,162A,1.255005,3,
4692,C14744,2,595A,1.531539,3,
4693,C14744,3,982A,1.755992,3,
4695,C14690,1,005A,1.002778,4,
4696,C14690,2,174A,1.04762,4,
4697,C14690,3,505A,1.055817,4,
4698,C14690,4,159C,1.129763,4,
4700,C13857,1,697A,1.064823,5,
4701,C13857,2,720A,1.075953,5,
4702,C13857,3,1095A,1.090199,5,
4703,C13857,4,276A,1.138324,5,
4704,C13857,5,503F,1.143009,5,
4706,MM4050,1,162A,0.986228,3,
4707,MM4050,2,060A,0.988526,3,
4708,MM4050,3,982A,1.021456,3,
4710,MM4047,1,S1975,1.032528,5,
4711,MM4047,2,982A,1.128214,5,
4712,MM4047,3,060A,1.394209,5,
4713,MM4047,4,1131A,1.417665,5,
4714,MM4047,5,162A,1.637711,5,
4716,MM6041,1,1098A,1.09003,4,
4717,MM6041,2,503F,1.097282,4,
4718,MM6041,3,697A,1.121742,4,
4719,MM6041,4,1224T,1.315429,4,
4721,C14702,1,1272A,1.173485,1,
4723,C14554,1,1064A,1.273854,3,
4724,C14554,2,386A,1.558404,3,
4725,C14554,3,1052A,1.616015,3,
4727,C14510,1,1098A,0.884799,4,
4728,C14510,2,720A,0.956969,4,
4729,C14510,3,159C,1.005606,4,
4730,C14510,4,422T,1.030122,4,
4732,MM4049,1,903A,1.241006,4,
4733,MM4049,2,692A,1.351264,4,
4734,MM4049,3,276A,1.409864,4,
4735,MM4049,4,854A,1.558821,4,
4737,C14209,1,163A,0.982515,2,
4738,C14209,2,159C,1.171846,2,
4740,C14692,1,091A,1.225438,3,
4741,C14692,2,547A,1.34678,3,
4742,C14692,3,005A,1.463476,3,
4744,C14011,1,091A,1.038424,6,
4745,C14011,2,163A,1.044432,6,
4746,C14011,3,005A,1.132202,6,
4747,C14011,4,547A,1.141861,6,
4748,C14011,5,505A,1.147563,6,
4749,C14011,6,159C,1.27995,6,
4751,C13472,1,160A,1.055193,4,
4752,C13472,2,279A,1.090508,4,
4753,C13472,3,245B,1.134786,4,
4754,C13472,4,505A,1.243982,4,
4756,C14820,1,163A,0.888847,4,
4757,C14820,2,505A,1.015149,4,
4758,C14820,3,005A,1.119978,4,
4759,C14820,4,159C,1.220573,4,
4761,C14150,1,071A,0.894567,4,
4762,C14150,2,028B,0.904487,4,
4763,C14150,3,156A,1.018546,4,
4764,C14150,4,163A,1.235506,4,
4766,C14709,1,028B,0.873513,5,
4767,C14709,2,071A,0.951073,5,
4768,C14709,3,163A,1.004297,5,
4769,C14709,4,156A,1.021401,5,
4770,C14709,5,174A,1.107711,5,
4772,C14400,1,1273A,0.861222,3,
4773,C14400,2,1116A,1.039218,3,
4774,C14400,3,793A,1.155847,3,
4776,C14759R,1,741A,0.945688,3,
4777,C14759R,2,091A,1.077488,3,
4778,C14759R,3,547A,1.107601,3,
4780,MM1034,1,162A,0.784962,4,
4781,MM1034,2,060A,0.846574,4,
4782,MM1034,3,595A,0.882358,4,
4783,MM1034,4,982A,0.9904,4,
4785,C14282,1,1224T,1.125417,7,
4786,C14282,2,1282A,1.256636,7,
4787,C14282,3,721A,1.260289,7,
4788,C14282,4,1011A,1.307544,7,
4789,C14282,5,279A,1.366642,7,
4790,C14282,6,509A,1.369892,7,
4791,C14282,7,674A,1.373825,7,
4793,MM5032,1,1230A,1.039881,3,
4794,MM5032,2,1050A,1.131091,3,
4795,MM5032,3,447A,1.329124,3,
4797,C14817,1,009A,0.918422,3,
4798,C14817,2,447A,0.974731,3,
4799,C14817,3,159C,0.981413,3,
4801,C14554R,1,1052A,0.93519,3,
4802,C14554R,2,386A,1.102584,3,
4803,C14554R,3,909A,1.110333,3,
4805,C14826-ALT,1,017A,0.77711,3,
4806,C14826-ALT,2,032A,0.883711,3,
4807,C14826-ALT,3,159C,0.96661,3,
4809,C14266,1,924A,0.96906,5,
4810,C14266,2,032A,1.101504,5,
4811,C14266,3,163A,1.108141,5,
4812,C14266,4,028B,1.121574,5,
4813,C14266,5,017A,1.202552,5,
4815,C12797,1,284A,0.980848,5,
4816,C12797,2,476A,1.002555,5,
4817,C12797,3,807A,1.125553,5,
4818,C12797,4,903A,1.129941,5,
4819,C12797,5,674A,1.567897,5,
4821,C14828,1,692A,1.018368,3,
4822,C14828,2,232A,1.138487,3,
4823,C14828,3,1068A,1.157676,3,
4825,C14824,1,942A,0.923596,1,
4827,C14212,1,160A,0.771882,3,
4828,C14212,2,163A,0.920996,3,
4829,C14212,3,505A,0.933289,3,
4831,C13594R,1,091A,0.992246,4,
4832,C13594R,2,547A,1.068484,4,
4833,C13594R,3,741A,1.19226,4,
4834,C13594R,4,505A,1.475015,4,
4836,C14465,1,1274A,0.840483,2,
4837,C14465,2,1275A,0.865548,2,
4839,C14716,1,1068A,1.059868,4,
4840,C14716,2,084A,1.153238,4,
4841,C14716,3,1402A,1.184032,4,
4842,C14716,4,721A,1.217024,4,
4844,C14676,1,1329A,0.867866,13,
4845,C14676,2,1315A,0.902984,13,
4846,C14676,3,1363A,0.909134,13,
4847,C14676,4,1277A,0.969608,13,
4848,C14676,5,450A,0.972318,13,
4849,C14676,6,1370A,0.999803,13,
4850,C14676,7,913A,1.007,13,
4851,C14676,8,1098A,1.049113,13,
4852,C14676,9,1384A,1.051072,13,
4853,C14676,10,720A,1.115286,13,
4854,C14676,11,1095A,1.147772,13,
4855,C14676,12,779A,1.309075,13,
4856,C14676,13,1408A,1.641943,13,
4858,C14833,1,1057A,1.024408,2,
4859,C14833,2,110E,1.381638,2,
4861,C14708,1,017A,1.104818,4,
4862,C14708,2,032A,1.132371,4,
4863,C14708,3,163A,1.281311,4,
4864,C14708,4,924A,1.655564,4,
4866,C14781,1,1361A,0.905914,4,
4867,C14781,2,159C,0.913035,4,
4868,C14781,3,032A,0.942462,4,
4869,C14781,4,1011A,0.957772,4,
4871,C14832,1,1057A,1.131706,3,
4872,C14832,2,110E,1.356127,3,
4873,C14832,3,621A,1.412642,3,
4875,C14613,1,924A,0.928323,4,
4876,C14613,2,032A,1.11067,4,
4877,C14613,3,028B,1.275987,4,
4878,C14613,4,159C,1.29412,4,
4880,C14795,1,766C,1.089971,5,
4881,C14795,2,329A,1.123939,5,
4882,C14795,3,163A,1.161748,5,
4883,C14795,4,159C,1.292218,5,
4884,C14795,5,017A,1.489529,5,
4886,C14661,1,1011A,1.003923,4,
4887,C14661,2,025A,1.109614,4,
4888,C14661,3,955A,1.149746,4,
4889,C14661,4,159C,1.262315,4,
4891,C14021R,1,1411A,1.027202,3,
4892,C14021R,2,674A,1.142097,3,
4893,C14021R,3,659A,1.203051,3,
4895,C14372,1,801A,1.248919,3,
4896,C14372,2,232A,1.291212,3,
4897,C14372,3,903A,1.399338,3,
4899,MM6044,1,720A,0.964058,6,
4900,MM6044,2,1235A,0.997925,6,
4901,MM6044,3,064A,1.022519,6,
4902,MM6044,4,1098A,1.039201,6,
4903,MM6044,5,1095A,1.191619,6,
4904,MM6044,6,697A,1.73076,6,
4906,C11723,1,084A,1.257664,7,
4907,C11723,2,696A,1.293287,7,
4908,C11723,3,903A,1.355611,7,
4909,C11723,4,801A,1.363127,7,
4910,C11723,5,562A,1.388138,7,
4911,C11723,6,766C,1.437732,7,
4912,C11723,7,232A,1.480463,7,
4914,C14805,1,1098A,1.111092,9,
4915,C14805,2,1235A,1.310985,9,
4916,C14805,3,908A,1.692499,9,
4917,C14805,4,1095A,1.696372,9,
4918,C14805,5,720A,1.737293,9,
4919,C14805,6,064A,1.910432,9,
4920,C14805,7,2002A,1.961818,9,
4921,C14805,8,697A,2.174249,9,
4922,C14805,9,1277A,2.24344,9,
4924,MM1036,1,720A,0.654723,6,
4925,MM1036,2,697A,0.717763,6,
4926,MM1036,3,908A,0.73221,6,
4927,MM1036,4,064A,0.77924,6,
4928,MM1036,5,1098A,0.906126,6,
4929,MM1036,6,1095A,0.907895,6,
4931,C13977,1,032A,1.093048,5,
4932,C13977,2,163A,1.099152,5,
4933,C13977,3,071A,1.135484,5,
4934,C13977,4,924A,1.19998,5,
4935,C13977,5,159C,1.24334,5,
4937,C14513,1,1011A,1.050309,2,
4938,C14513,2,232A,1.237581,2,
4940,C14572,1,908A,1.237431,5,
4941,C14572,2,720A,1.29358,5,
4942,C14572,3,697A,1.315679,5,
4943,C14572,4,1098A,1.33447,5,
4944,C14572,5,1095A,1.552089,5,
4946,C13961,1,164A,1.162316,3,
4947,C13961,2,232A,1.257515,3,
4948,C13961,3,169A,1.725601,3,
4950,C13496R,1,232A,1.155721,3,
4951,C13496R,2,903A,1.226243,3,
4952,C13496R,3,696A,1.364719,3,
4954,MM4052,1,1288A,0.80926,6,
4955,MM4052,2,982A,0.869304,6,
4956,MM4052,3,595A,0.885668,6,
4957,MM4052,4,162A,1.092345,6,
4958,MM4052,5,S1975,1.095568,6,
4959,MM4052,6,060A,1.15801,6,
4961,C13506,1,696A,1.50038,6,
4962,C13506,2,311A,1.519276,6,
4963,C13506,3,232A,1.608109,6,
4964,C13506,4,692A,1.722627,6,
4965,C13506,5,274A,1.767873,6,
4966,C13506,6,065A,1.915687,6,
4968,C14482,1,164A,0.947508,4,
4969,C14482,2,159C,1.016308,4,
4970,C14482,3,870A,1.018027,4,
4971,C14482,4,169A,1.107167,4,
4973,C14895,1,005A,1.027552,3,
4974,C14895,2,505A,1.051083,3,
4975,C14895,3,295A,1.494699,3,
4977,M6042,1,696A,1.002515,2,
4978,M6042,2,903A,1.349067,2,
4980,MM1041,1,1098A,1.225677,3,
4981,MM1041,2,1272A,1.239041,3,
4982,MM1041,3,697A,1.621218,3,
4984,M1040,1,S2881,0.827653,3,
4985,M1040,2,668A,0.840006,3,
4986,M1040,3,159C,0.990477,3,
4988,C14822,1,701A,0.889429,3,
4989,C14822,2,668A,0.992623,3,
4990,C14822,3,159C,1.086958,3,
4992,MM6049,1,060A,0.788761,3,
4993,MM6049,2,162A,0.866014,3,
4994,MM6049,3,595A,0.931767,3,
4996,MM4053,1,982A,0.933799,3,
4997,MM4053,2,060A,1.253496,3,
4998,MM4053,3,S1975,2.166962,3,
5000,C13216,1,084A,1.096307,5,
5001,C13216,2,1275A,1.177841,5,
5002,C13216,3,696A,1.197242,5,
5003,C13216,4,232A,1.216516,5,
5004,C13216,5,1396A,1.282199,5,
5006,C14077,1,903A,1.133662,5,
5007,C14077,2,174A,1.160591,5,
5008,C14077,3,696A,1.292848,5,
5009,C14077,4,360A,1.365568,5,
5010,C14077,5,692A,1.436068,5,
5012,MM6046,1,017A,0.855963,4,
5013,MM6046,2,159C,0.871261,4,
5014,MM6046,3,163A,0.898146,4,
5015,MM6046,4,032A,1.055962,4,
5017,MM1043,1,982A,1.153407,3,
5018,MM1043,2,060A,1.167456,3,
5019,MM1043,3,162A,1.441651,3,
5021,M3017,1,435A,1.273354,3,
5022,M3017,2,053D,1.275335,3,
5023,M3017,3,903A,1.460864,3,
5025,C14579R,1,159C,0.98114,3,
5026,C14579R,2,1011A,1.140847,3,
5027,C14579R,3,503F,1.170061,3,
5029,M6043R,1,232A,0.942334,2,
5030,M6043R,2,696A,1.308918,2,
5032,C12322,1,884A,1.307632,5,
5033,C12322,2,696A,1.349752,5,
5034,C12322,3,169A,1.363192,5,
5035,C12322,4,870A,1.378232,5,
5036,C12322,5,164A,1.495506,5,
5038,C14823R,1,1369A,0.995541,1,
5040,C14671,1,245B,0.991876,4,
5041,C14671,2,091A,1.03397,4,
5042,C14671,3,159C,1.197038,4,
5043,C14671,4,005A,1.649133,4,
5045,M3019R,1,447A,0.936368,2,
5046,M3019R,2,655A,1.019702,2,
5048,M3020R,1,435A,0.961518,1,
5050,C14936,1,S1975,1.124266,4,
5051,C14936,2,1342A,1.159732,4,
5052,C14936,3,503F,1.293268,4,
5053,C14936,4,655A,1.643037,4,
5055,C14552,1,159C,0.96129,4,
5056,C14552,2,160A,0.972683,4,
5057,C14552,3,903A,1.005705,4,
5058,C14552,4,779A,1.098988,4,
5060,C14993,1,279A,0.862962,6,
5061,C14993,2,169A,0.986282,6,
5062,C14993,3,1282A,0.997479,6,
5063,C14993,4,232A,1.189197,6,
5064,C14993,5,1011A,1.189217,6,
5065,C14993,6,1224T,1.720385,6,
5067,C14712,1,163A,1.1752,5,
5068,C14712,2,257A,1.187387,5,
5069,C14712,3,329A,1.209132,5,
5070,C14712,4,017A,1.256218,5,
5071,C14712,5,159C,1.303001,5,
5073,C15034,1,547A,1.013234,4,
5074,C15034,2,110E,1.072801,4,
5075,C15034,3,160A,1.207301,4,
5076,C15034,4,621A,1.251578,4,
5078,CM2020,1,060A,1.093345,2,
5079,CM2020,2,595A,1.135956,2,
5081,C15075,1,692A,0.982218,1,
5083,C13923T,1,169A,1.082862,3,
5084,C13923T,2,245B,1.143443,3,
